rate,distortion
2.8925910640036645,2.1929880403977666
2.8935635343584405,9.427707321447777
2.801633349853654,14.88706167855624
2.800356673958657,18.435504214433745
2.8713795635414847,24.275417943362378
3.020283764996436,22.852879558272555
2.804009863343055,9.626938529131719
3.0725072373249893,16.062161255423135
2.873623412209918,28.04447362811156
3.0155808329428955,12.265097082068472
2.8245008645900254,9.994656003858264
2.9003954282941864,7.152226690293006
2.9018222528660025,18.423853322251926
2.8734568008611263,18.870544551372987
2.9300888836920564,21.005704894979417
2.9003720829057626,8.097971561304716
2.8999565996603223,18.342305244201466
3.101324591906706,15.497923103049388
2.900123548162745,13.40612051282217
2.9000629845982875,16.196812355671593
2.893910148955151,13.945027498090136
2.9853741239491667,14.673868366784859
2.8921211979331387,11.306146594792061
2.8165448356170772,14.520684818911265
2.8914759607826706,17.202009667802866
2.8940380179170675,19.096840706066157
2.9318784040117785,15.843672804964628
2.892943468765621,13.108860491627555
2.893500254832597,23.204719996963682
2.817389323496665,5.233761175336922
2.5755099852660526,11.201909355565297
2.6680878736323344,9.55837952831356
2.493329928038457,14.735018394163
2.783458269583836,21.406217433272285
2.671070727370161,19.11307190245639
2.7010336600159963,7.179282506022755
2.5778441264556085,13.511312851337934
2.7580774118517475,8.983084002993094
2.7238289623986573,13.44000179617527
2.5939283054131512,13.421856900323618
3.2691480212875454,22.147417761122554
3.2695864036083977,15.445216536813266
3.269400559582871,12.178781864268574
3.2692539234940363,25.279735300288763
3.2694187382231776,12.247418602366707
3.269352519785675,21.627715469888784
3.2692229908642143,8.65284079179759
3.2691825417535982,16.56526671681385
3.2691667500605495,14.724430939473688
3.269303301844585,23.058728740314653
2.477692635895408,18.715651233490668
2.524278011266663,14.929614418111306
2.3587516528005854,7.545558588731124
2.550374901364499,17.10588016435799
2.27772160482646,9.171230824437922
2.387265406350918,7.466890669974606
2.471604659905068,15.073015963030219
2.459836850339005,18.210433521614178
2.454448475341162,19.55204376560931
2.3489214240487364,22.209963061291898
2.545605075768993,17.85124337546474
2.401433563107479,16.966251763145948
2.5413861767792807,15.641426548542263
2.255588046450754,22.051050079438056
2.5459614573336955,20.330997154208823
2.4944228765930294,13.228435934388893
2.397390107277973,20.548129239116264
2.499290608310331,16.807106575768067
2.622091002684969,13.024779300067115
2.4924021134211323,15.701809445700086
2.879918420274713,21.09975742465803
2.7867263670255946,11.067439474757533
2.7890585335313207,5.079574862354441
2.882317745673073,25.062266066220094
2.785148672744124,14.830792247245679
2.7886542891863213,15.078707975009712
3.0609496678208514,5.449858594179695
3.0611902754801674,29.05982514190052
3.083438082719643,10.67515239320401
2.8791960136319026,7.896479637674445
3.2063631408444606,20.404653269491668
3.201751380015351,13.063350125579934
3.203911790201026,10.540983783057547
3.203020972529069,26.470723810243285
3.2036978718139277,7.582006802100548
3.2039222205167097,5.800790557249682
3.203687377901325,25.45008522768186
3.2050780112821715,16.322570166074698
3.2039991781353105,20.495485023813856
3.20400917406421,18.624402252585188
2.9823848473220225,20.317172007333262
2.971812337022118,31.08687221534857
2.9676714389661436,14.919315128329771
2.9563806333585934,26.82357311962911
2.967591916229877,20.540405200573062
2.9949239662889813,8.59674386740727
2.9588921209980747,13.097157773570164
2.945132063659482,15.966333018681759
2.96834131827183,23.507359773355667
3.0069260382207124,24.080951719223876
