rate,distortion,beta,alpha
2.780154984612556,0.0,1000.0,0.0
1.4241727147387322,0.4180626236002222,1.0,1.0
0.6917487332423629,1.5879722910798177,0.25,2.0
0.010489289554466374,5.696768774038528,0.0625,4.0
0.0008115758306437293,5.886538285090687,0.015625,8.0
0.00016965410298652728,6.362506106747112,0.00390625,16.0
