rate,distortion,alpha,language,optimality
3.2752757228440386,0.0484964542802174,0.0,learned,0.997359224984598
2.7770007418181866,10.416542643356983,0.0,learned,0.8367808769760398
2.704033543467751,1.4457593270413582,0.0,learned,0.9261640492213233
2.882935459558301,1.3317470296268743,0.0,learned,0.9284976922320554
3.0873889220198447,1.6658239944802875,0.0,learned,0.9062315242432082
3.291407813979599,0.0552164923574606,0.0,learned,0.9969380861009413
3.046157495338361,1.7443424478348175,0.0,learned,0.9025007090129391
2.9172810256158748,0.5671761684871693,0.0,learned,0.9712545493953374
3.290072818641525,0.0546360651342967,0.0,learned,0.9969774887051076
2.6844746701536075,2.4182356152252686,0.0,learned,0.8929580359368754
3.278279191179608,0.0628238844132936,0.0,learned,0.9965072321990902
2.8868745881926343,1.5661402968009368,0.0,learned,0.9154412485105745
3.075080910716565,2.6012537036859547,0.0,learned,0.8676950818288163
3.065573769218684,0.9390034142025092,0.0,learned,0.9480013917010983
3.2993483684312492,0.0229495518091069,0.0,learned,0.9986420750690506
3.0290393267418003,1.0196763871379622,0.0,learned,0.94385598718842
2.927564874726221,3.1920167146576532,0.0,learned,0.8662168863897969
3.1408370353937873,1.8847730692806208,0.0,learned,0.8929991595506354
3.0951071495537525,0.4281187234052288,0.0,learned,0.9770404886759672
2.954383922441571,1.0021617406551078,0.0,learned,0.9459425523202725
3.0724127156061374,0.984831638858201,0.0,learned,0.9452843142354096
3.0552728787385384,2.3554777757531116,0.0,learned,0.8742942124969283
2.9878677294848948,2.712805679369408,0.0,learned,0.8703832049384771
3.079731888205009,1.6184737929063775,0.0,learned,0.909028134996221
2.9845548699514404,2.7349799238243,0.0,learned,0.8701542298710557
2.86423002633148,0.7162532013158146,0.0,learned,0.9635397080612698
3.087929814642814,0.4371610828190476,0.0,learned,0.9766031520049676
3.168629401569563,0.9517907402863356,0.0,learned,0.946005765918153
2.8921885974194206,1.393201219068489,0.0,learned,0.9249120818575818
3.2995044429473146,0.0286635912266475,0.0,learned,0.9983429026892408
2.8662713643215216,5.70086425358679,0.0,learned,0.8474000072067847
2.594217055573342,2.113115700173809,0.0,learned,0.9048992322103901
3.0275002514017,0.6960657596226719,0.0,learned,0.9624261003600025
2.891611555717664,0.2483270358178756,0.0,learned,0.989855404279356
3.089224191777632,6.405923161289193,0.0,learned,0.8298529636972698
2.851729256512545,1.8167106437239977,0.0,learned,0.9029828476358038
2.8731418177177535,0.8045566155102191,0.0,learned,0.9583810212079307
2.810307838997897,3.4848065860209245,0.0,learned,0.8693117269063915
3.047669437583941,2.3303799597490267,0.0,learned,0.8753407992480176
3.243415853609943,0.2605872839522408,0.0,learned,0.9853222290240252
3.0738359102584036,0.2282455887086014,0.0,learned,0.9888125449743811
2.7862020904863836,5.175854767133931,0.0,learned,0.8558556802554336
2.928106527031801,2.4876141958002167,0.0,learned,0.8781336916026391
3.0519874978021564,2.6616477702090324,0.0,learned,0.867794385610761
3.074264239164638,0.9959434473956617,0.0,learned,0.9446229736695312
3.01722125137111,0.6249506050201254,0.0,learned,0.9666354063984086
2.8591440840221733,7.96678110483276,0.0,learned,0.8341227556727397
2.809832856632628,2.231029887782523,0.0,learned,0.8904698687044009
3.057985001202126,8.130737511509341,0.0,learned,0.8216048606871433
3.0564131925488733,0.9963637022349652,0.0,learned,0.9448279257775914
3.043230071866623,1.0673757492200238,0.0,learned,0.9409321891898051
2.853118820341953,3.012019251147663,0.0,learned,0.8726254314317019
3.088124534714466,0.9354785596784988,0.0,learned,0.9479113064889767
3.0367170325462194,5.183034142730365,0.0,learned,0.8411888496266013
3.055146805323471,0.9480351948269874,0.0,learned,0.947617366285423
3.0573641388705872,1.6799684824827903,0.0,learned,0.905938831935494
3.094430056070002,0.4363778701555827,0.0,learned,0.976573632390172
3.056997388989627,0.583451447846845,0.0,learned,0.968526077933444
3.0956356603867374,0.927287996785848,0.0,learned,0.9482861543751455
2.9547727371867283,1.932496233676806,0.0,learned,0.8940366480045953
3.083362544883911,3.5594727883666963,0.0,learned,0.8526724474030464
2.9524335113252693,3.775300180202535,0.0,learned,0.8577833124540719
3.0033988298929817,2.4068055278949196,0.0,learned,0.8757078006849345
3.0510939923889016,0.1507269914311387,0.0,learned,0.993545495586419
3.244006089264423,0.0856443957572148,0.0,learned,0.9955039714221465
3.076416015406378,0.470996925676706,0.0,learned,0.9747847719726583
3.080740718558095,1.7024353786213944,0.0,learned,0.9042810228503354
