rate,distortion,alpha,language,optimality
3.274846941076155,14.218211035235226,0.0,hypothetical,0.9037707670067786
3.274315792775112,19.386028535051196,0.0,hypothetical,0.8717398104739686
3.2743353306047984,9.620962906206382,0.0,hypothetical,0.903796936309541
3.275224249385377,5.2436311553892585,0.0,hypothetical,0.9134385742784834
3.2743268292887087,20.79319039049264,0.0,hypothetical,0.8413353031848185
3.274710758090273,16.978661040297144,0.0,hypothetical,0.9027466825976218
3.2742729915254345,16.79473706216252,0.0,hypothetical,0.9033930814197466
3.2742723555725215,22.351728298738287,0.0,hypothetical,0.802952298455478
3.2743998194075954,19.174977724355788,0.0,hypothetical,0.8757516401420457
3.274376994569146,7.8160430527369344,0.0,hypothetical,0.9053370343282895
2.437698868542915,18.32476426275877,0.0,hypothetical,0.9105189823926492
2.306586992697248,14.727798648698377,0.0,hypothetical,0.9322228565163613
2.439466933317111,12.860222792053532,0.0,hypothetical,0.9283225614925243
2.55168325883807,18.03631109755098,0.0,hypothetical,0.9124743169611053
2.3127890319043565,16.92853679860742,0.0,hypothetical,0.9308794795858605
2.51482241058265,14.919833358594603,0.0,hypothetical,0.9261031770361805
2.3726741960801556,13.07852598214775,0.0,hypothetical,0.930284801188809
2.435384381590767,17.48945580413651,0.0,hypothetical,0.9227526293507654
2.418191038092137,14.280550256045156,0.0,hypothetical,0.9289443238695504
2.4871559362580076,15.826787900252672,0.0,hypothetical,0.9269139915171201
2.343272275431058,9.605773208638198,0.0,hypothetical,0.9311572193752994
2.3911927149814316,22.050275713756037,0.0,hypothetical,0.8224068152156293
2.4091318494642033,10.935285661842642,0.0,hypothetical,0.9292186519651562
2.484673970089993,15.066886978882902,0.0,hypothetical,0.9269887623147475
2.4345104374396658,24.394357876721894,0.0,hypothetical,0.7572355934101156
2.3352841548167342,17.254602598777776,0.0,hypothetical,0.9278815268645725
2.412056314681837,11.737156688924582,0.0,hypothetical,0.9291307720036461
2.426391071069947,24.87725208641779,0.0,hypothetical,0.743707780053442
2.4646765046671693,20.31274568290109,0.0,hypothetical,0.8665872306742874
2.290374233768504,9.039397767529126,0.0,hypothetical,0.9327130458871163
2.1554135310912117,16.031139889588605,0.0,hypothetical,0.9366620881971931
2.3347240090280996,15.150246756112884,0.0,hypothetical,0.931394998597334
1.9850042891660065,7.488298879930868,0.0,hypothetical,0.9439921152701507
2.202775491379442,13.528408054230308,0.0,hypothetical,0.9352763588398665
2.2543276765261218,10.767592829896603,0.0,hypothetical,0.9337681351891773
2.379568281366479,23.73081406759646,0.0,hypothetical,0.7763049065832451
