rate,distortion,alpha,language,optimality
3.027852913894696,18.293285718732488,0.0,hypothetical,0.9155805428162721
2.951580695334334,15.91996428904937,0.0,hypothetical,0.9291950192887849
2.846439344671016,6.193107163979327,0.0,hypothetical,0.936912891388778
2.9515806953343344,13.82739278932953,0.0,hypothetical,0.929199154730124
2.9219280948873614,15.134285625350202,0.0,hypothetical,0.9299079154519594
3.121928094887361,10.0,0.0,hypothetical,0.9251202132645292
2.921928094887362,15.265445244648944,0.0,hypothetical,0.9299076568356829
2.9515806953343344,19.48657143746498,0.0,hypothetical,0.8992697221329893
2.9219280948873614,9.280571375210124,0.0,hypothetical,0.9299194804535864
2.9219280948873623,9.499821445246836,0.0,hypothetical,0.9299190520124503
2.6452699959448807,9.96770546424647,0.0,hypothetical,0.936554939099085
2.554201211904337,26.143281056297067,0.0,hypothetical,0.7606880416001842
2.576610364982593,11.519322903680882,0.0,hypothetical,0.9381989646674342
2.3414687669740166,11.856782042471163,0.0,hypothetical,0.9438391600063903
2.553099516506675,10.72613699333366,0.0,hypothetical,0.9387645324605697
2.6341988382026913,7.361693648876648,0.0,hypothetical,0.9390801801424196
2.646392562791073,16.145946745394347,0.0,hypothetical,0.9365157947775804
2.480223148400123,10.368538430036525,0.0,hypothetical,0.9405134891174337
2.639678217277731,22.613561098607033,0.0,hypothetical,0.8402535177105814
2.603442453255859,9.07128657498019,0.0,hypothetical,0.937560118741615
2.094598436780456,19.16732483547918,0.0,hypothetical,0.9186416411149131
1.992854168048193,18.34710967039522,0.0,hypothetical,0.9348160169080724
1.89726579719886,12.862090783204993,0.0,hypothetical,0.95449325544411
1.9900732315453271,15.884664786429472,0.0,hypothetical,0.9522608920146303
2.130923751895808,21.990157719627,0.0,hypothetical,0.8587226895322027
2.3431698657659608,18.32994598591211,0.0,hypothetical,0.9286783541282763
2.22901661884225,17.284971895218256,0.0,hypothetical,0.9433087624419781
2.119922280650408,17.940901924629852,0.0,hypothetical,0.9385095402476024
2.34471337844747,12.285646414010907,0.0,hypothetical,0.9437604778593706
2.004989891401274,12.199191240171103,0.0,hypothetical,0.951910351506674
3.1182458384789986,17.310318311527105,0.0,hypothetical,0.9227112343123152
3.118245838478998,4.110318311527104,0.0,hypothetical,0.9367631661642375
