rate,distortion,beta
8.881784197001252e-16,3.3000000000000007,0.0
0.0029291907601241007,2.477033860903665,0.1
0.01638998806666514,2.4227797934137243,0.2
0.4917501352707623,1.501506812971189,0.5
0.9042823422288393,1.0365752076391084,0.75
1.2810790224445556,0.734407574315444,1.0
2.2657703612627156,0.24440703154389348,2.0
2.8062124451676014,0.08934138903980608,3.0
3.217011240194595,0.01211977479496675,5.0
3.321928094887362,0.0,1000.0
