rate,distortion,beta,alpha
6.643856189774725,0.0,1000.0,0.0
5.106614206961959,0.4976336472418283,1.0,1.0
4.115266449648754,1.982485876196923,0.25,2.0
3.135857536073349,7.845172111391701,0.0625,4.0
2.1747192894189578,30.80673328952941,0.015625,8.0
1.2481704793010344,119.34226646285359,0.00390625,16.0
