rate,distortion,beta,alpha
5.643856189774726,0.0,1000.0,0.0
4.1151442402946845,0.49628816365083606,1.0,1.0
3.133772292359197,1.9649717622928862,0.25,2.0
2.1749059739598486,7.690958790072022,0.0625,4.0
1.2479289960019155,29.825294518995584,0.015625,8.0
0.4461976459437125,104.61590404447463,0.00390625,16.0
