rate,distortion,optimality
3.0261843151092824,7.86981056448971,0.8229919633506869
2.8833331148478916,1.0615807996188191,0.9430972108893377
2.9785974896435237,2.366816225434323,0.8767155856267508
3.085497573660977,3.6072782366653,0.8502026541926841
3.099639310637039,8.075569302487915,0.8175330155976047
3.0477079947714913,0.6621031496974439,0.9637303783125653
2.826218232572019,2.9181917131653825,0.8743846928123503
3.0367410844265903,0.2476557518378996,0.9879910689396282
2.9754092647414754,0.9582698305564994,0.9475809610297121
3.300378135478124,0.0441451370354228,0.9974501449426628
