rate,distortion
0.02485668570020394,357.0676869962705
0.01611226610523353,394.55055779388994
0.029329040218797786,474.23192169830816
0.04934770450329751,430.4785739077262
0.02162029224894546,362.37257463158335
0.03085525941164491,435.5503435675362
0.02195467423316977,481.9674719713208
0.007579532420201929,397.833337793333
0.020151257128709688,366.0846433034627
0.011621248982812915,433.0098145037365
0.005068807892129712,403.5230497820217
0.013701297474801422,383.3080143643059
0.010731301148430461,405.60338549676396
0.011366028093874547,457.0746317592719
0.008284709919788469,425.4575518307845
0.010976653609120035,438.5019388359083
0.022410869085108587,404.7049142502297
0.018370067338876694,479.95909598977215
0.04286845551612828,475.32202671907305
0.01937453414567969,419.5561408214392
0.00481121761560388,438.8961938719563
0.037546225387838916,452.5209561022068
0.01605581643767451,477.4039866026706
0.011160965070907025,432.9145248133563
0.008827608292538258,448.8060595592725
0.017410509170437294,488.9801813545366
0.01563150059173779,475.2577815327714
0.02419808153991454,455.94387701938405
0.023161114083348977,443.54451170583
0.03349797471640237,378.4211162378745
0.04361262386516529,522.4749500486739
0.00854429898714848,408.14078955430443
0.01584195589852655,461.6255862157232
0.012799394401692865,436.5630202884092
0.004021632869806169,435.18559278327285
0.007618882070113742,434.10801357761846
0.020743236208440763,399.42914213501865
0.007369377744698369,409.93056795976975
0.026987072907981968,483.1591240037709
0.010331362252390619,376.1512172665632
0.004204701211914852,424.7149120950714
0.013874276783738537,440.06147376492186
0.01827035351924522,463.73224333726915
0.02215138992633392,474.288018788534
0.038963882057823085,352.77942589653816
0.007496865211470194,403.646965958864
0.013229174880088124,379.9749525120648
0.0220067296699078,367.69446612711863
0.029507257011303523,355.6950002512985
0.010615605271105721,469.12804606822084
0.014824612727720066,380.86680130639627
0.009888650423434342,412.5578598553019
0.021388952372067394,380.2274136642963
0.024318742682044814,379.71434573583747
0.05118919551642698,473.6242842000928
0.01696796732390915,358.6024919803088
0.013922746921233298,427.772079200465
0.006188279051626111,451.877139593495
0.005387276763208604,451.17135897366154
0.007429556600364151,386.0232630651028
0.023301247784385026,443.0876798783643
0.11534112180163447,284.434837508755
0.021926525249810425,450.150906515868
0.007758281481155649,414.582202699407
0.008444855302984777,426.29397279092706
0.04058713071074749,487.77926846037826
