rate,distortion,beta,alpha
4.321928094887362,0.0,1000.0,0.0
2.818806157542653,0.49225177468780423,1.0,1.0
1.8672952912941945,1.912548050089093,0.25,2.0
0.9764329539776337,7.174973052999896,0.0625,4.0
0.0603934607161527,30.57009761845535,0.015625,8.0
0.0012606516244249022,33.66562474991883,0.00390625,16.0
