rate,distortion
4.321928094887362,0.0
2.6300468102232046,0.638527705541108
2.145951207576468,1.277055411082216
1.779885196877215,2.1683336667333464
1.6657807114512309,2.554110822164432
1.6020898785684814,2.8068613722744544
1.35081627039743,4.0839167833566705
1.3100671483460515,4.336667333466693
1.0264187912362233,6.638027605521103
0.9793299914308263,7.143528705741147
0.8921613035406911,8.167833566713341
0.8136997999593962,9.192138427685535
0.7435414228350432,10.203140628125624
0.6814896587122448,11.227445489097818
0.634346887357629,12.251750350070012
0.5947221197150035,13.010002000400078
0.5482329959116968,14.034306861372272
0.5065565713495592,15.058611722344466
0.4708410666375708,16.069613922784555
0.742676208993187,10.216443288657729
0.6675966793445391,11.48019603920784
0.47749898189799,15.830166033206638
0.47114203303181107,16.08291658331666
0.4768603945223762,16.335667133426682
0.45876865342866063,16.588417683536704
0.1976157989481292,25.009001800360068
0.43244748526955107,17.09391878375675
0.398459214114457,18.104920984196838
0.3255531625344194,20.432886577315458
0.318128820962851,20.68563712742548
0.3032801378197142,21.191138227645524
0.050373236015233094,31.008501700340062
0.02782182777963966,32.006201240248046
0.17120106565342633,26.046609321864366
0.16476670754317818,26.29935987197439
0.15833234943293,26.55211042208441
0.00022177202505922254,36.01030206041207
0.00021451508706656316,37.00800160032006
0.0002072581490739038,38.00570114022804
0.03554497798203138,31.660332066413275
0.029901137449514413,31.913082616523297
0.024317323176092278,32.16583316663332
0.00020232343123889547,38.684136827365464
0.0006515898196923888,34.1878375675135
0.0003506146396042309,35.19883976795359
0.00022032063746069063,36.209841968393675
0.00021441832789332772,37.02130426085216
0.0002070646307274329,38.03230646129225
0.00019971093356153808,39.04330866173234
0.00012723831280818002,49.007001400280046
0.00011998137481552065,50.00470094018803
0.7264714349002696,10.469193838767751
0.6959179974913535,10.974694938987795
0.0001625554110391222,44.151530306061204
9.085686367164782e-05,54.00880176035206
8.359992567898844e-05,55.00650130026004
7.634298768632907e-05,56.004200840168025
0.00013275358568260113,48.24874974994998
5.602356130688288e-05,58.797759551910374
0.00011988461564228519,50.018003600720135
0.00011253091847639038,51.029005801160224
3.996153854979686e-05,61.006001200240036
3.2704600557137485e-05,62.00370074014802
9.008279028576414e-05,54.11522304460891
1.8093965398583318e-05,64.01240248049609
1.0837027405924052e-05,65.01010202040406
1.4030080122694096e-05,64.57111422284456
6.066800162218486e-05,58.159231846369266
5.2927267763348254e-05,59.223444688937775
4.5573570597453434e-05,60.234446889377864
3.8219873431558614e-05,61.24544908981795
3.0866176265663793e-05,62.25645129025804
2.5350903391242692e-05,63.01470294058811
1.799720622534787e-05,64.0257051410282
